user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
13556140,Left 4 Dead 2,Counter-Strike Source,Left 4 Dead,Terraria,Counter-Strike,Day of Defeat Source,Half-Life 2,PAYDAY 2,Half-Life 2 Deathmatch,The Elder Scrolls V Skyrim,Fallout New Vegas,Dead Island,"Warhammer 40,000 Dawn of War II",XCOM Enemy Unknown,Portal,Counter-Strike Condition Zero Deleted Scenes,Alien Swarm,Garry's Mod,Killing Floor,Grand Theft Auto IV
111422562,Portal 2,Don't Starve Together Beta,War Thunder,Dead Island,Grand Theft Auto V,Dota 2,Killing Floor,Dead Island Riptide,Arma 2 Operation Arrowhead,Deus Ex Human Revolution,Counter-Strike Global Offensive,The Walking Dead Season Two,Metro 2033,PlanetSide 2,Just Cause 2,Garry's Mod,Portal,Tom Clancy's Ghost Recon Phantoms - EU,How to Survive,Chivalry Medieval Warfare
78332414,Supreme Commander 2,"Warhammer 40,000 Dawn of War II",Sniper Elite V2,Tropico 4,Total War ATTILA,Wargame Red Dragon,Napoleon Total War,Omerta - City of Gangsters,Planetary Annihilation,Mad Max,Warface,Mount & Blade With Fire and Sword,HAWKEN,The Mighty Quest For Epic Loot,Company of Heroes 2,The Lord of the Rings War in the North,Panzar,War of the Roses,Neverwinter,Heroes & Generals
11613587,Fallout New Vegas,Cubic Castles,Defiance,BLOCKADE 3D,Marvel Heroes 2015,Red Crucible Firestorm,APB Reloaded,RaceRoom Racing Experience,Mitos.is The Game,theHunter,HAWKEN,Creativerse,Soccer Manager 2016,RIFT,The Sims(TM) 3,Brick-Force,PlanetSide 2,Star Conflict,Dirty Bomb,WARMODE
58530556,Total War SHOGUN 2,Age of Empires II HD Edition,Call of Duty Black Ops II,The Witcher 2 Assassins of Kings Enhanced Edition,Tomb Raider,Wolfenstein The New Order,Grand Theft Auto IV,Call of Duty Advanced Warfare,Call of Duty Modern Warfare 3 - Multiplayer,Mafia II,Call of Duty Black Ops II - Zombies,The Elder Scrolls V Skyrim,BioShock Infinite,Call of Duty Modern Warfare 2 - Multiplayer,Deus Ex Human Revolution - Director's Cut,Call of Duty Black Ops II - Multiplayer,Sleeping Dogs,Call of Duty 4 Modern Warfare,Call of Duty Modern Warfare 2,Batman Arkham Origins
55112407,Football Manager 2013,Football Manager 2012,Football Manager 2010,Left 4 Dead 2,Football Manager 2009,Football Manager 2011,Football Manager 2016,"Warhammer 40,000 Dawn of War II",AdVenture Capitalist,Football Manager 2014,Football Manager 2015,ARK Survival Evolved,Euro Truck Simulator 2,Magic Duels,Counter-Strike Source,Crusader Kings II,NBA 2K15,Sniper Elite V2,Football Manager 2016 Demo,Banished
215833301,Team Fortress 2,Garry's Mod,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,DC Universe Online,Warframe,PAYDAY 2,Counter-Strike Source,Fallout New Vegas,Borderlands 2,Dota 2,Terraria,Alien Swarm,Left 4 Dead 2,Portal 2,Call of Duty Modern Warfare 2,Rust,Mount & Blade Warband,Cities Skylines,Call of Duty Black Ops - Multiplayer
95911580,Game Dev Tycoon,Napoleon Total War,Men of War,Tropico 4,Hearts of Iron III,Crusader Kings II,Tropico 5,Europa Universalis IV,This War of Mine,Rome Total War - Alexander,Total War ROME II - Emperor Edition,Medieval II Total War Kingdoms,Fable Anniversary,Banished,The Wolf Among Us,R.U.S.E,Don't Starve Together Beta,The Guild II Renaissance,Life Is Strange,Medieval II Total War
39834113,Team Fortress 2,Counter-Strike Source,Left 4 Dead 2,Alien Swarm,Left 4 Dead,Terraria,PAYDAY 2,Day of Defeat Source,Warframe,Garry's Mod,Unturned,Heroes & Generals,Fallout New Vegas,The Elder Scrolls V Skyrim,Counter-Strike,DC Universe Online,PAYDAY The Heist,Half-Life 2 Deathmatch,Dead Island,Euro Truck Simulator 2
201946795,ArcheAge,Warface,Super Monday Night Combat,Double Action Boogaloo,APB Reloaded,theHunter,Day of Defeat Source,Synergy,7 Days to Die,Toribash,Source Filmmaker,Brawlhalla,POSTAL 2,Blacklight Retribution,Tactical Intervention,Fallout New Vegas,Insurgency Modern Infantry Combat,Counter-Strike Nexon Zombies,No More Room in Hell,RACE 07
36915181,Left 4 Dead,Counter-Strike Condition Zero,Counter-Strike,Counter-Strike Condition Zero Deleted Scenes,Counter-Strike Source,Day of Defeat,Half-Life 2,Day of Defeat Source,Terraria,Age of Empires II HD Edition,Half-Life 2 Deathmatch,Killing Floor,Call of Duty Black Ops - Multiplayer,Left 4 Dead 2,Call of Duty Modern Warfare 2 - Multiplayer,DayZ,Call of Duty Modern Warfare 3 - Multiplayer,Half-Life 2 Lost Coast,Borderlands,Mafia II
182491331,No More Room in Hell,Tom Clancy's Ghost Recon Phantoms - EU,Serious Sam HD The Second Encounter,APB Reloaded,Counter-Strike Nexon Zombies,Tom Clancy's Ghost Recon Phantoms - NA,Warface,BLOCKADE 3D,Heroes & Generals,Gotham City Impostors Free To Play,Archeblade,Trove,Saints Row The Third,WARMODE,Insurgency Modern Infantry Combat,Dead Island Epidemic,Serious Sam 3 BFE,Dead Island,Ace of Spades,Euro Truck Simulator 2
102740003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
23386002,Call of Duty Modern Warfare 2,Call of Duty Black Ops,Half-Life 2 Episode Two,Fallout 3,Half-Life 2 Episode One,Call of Duty Modern Warfare 2 - Multiplayer,Half-Life 2,Call of Duty Black Ops - Multiplayer,Half-Life Source,F.E.A.R. 2 Project Origin,Age of Empires II HD Edition,Call of Duty Black Ops II - Zombies,Call of Duty Black Ops II - Multiplayer,Call of Duty World at War,Call of Duty Black Ops III,Ultra Street Fighter IV,Half-Life,Half-Life 2 Lost Coast,Call of Duty Modern Warfare 3,Call of Duty 4 Modern Warfare
15878832,Left 4 Dead,Counter-Strike Condition Zero,Counter-Strike,Counter-Strike Condition Zero Deleted Scenes,Counter-Strike Source,Day of Defeat,Day of Defeat Source,Half-Life 2,Terraria,Age of Empires II HD Edition,Half-Life 2 Deathmatch,Killing Floor,Call of Duty Black Ops - Multiplayer,Left 4 Dead 2,Call of Duty Modern Warfare 2 - Multiplayer,DayZ,Call of Duty Modern Warfare 3 - Multiplayer,Half-Life 2 Lost Coast,Borderlands,Mafia II
187484302,FINAL FANTASY VII,Star Wars Knights of the Old Republic,Team Fortress 2,Terraria,Garry's Mod,TERA,Divinity Original Sin,Sid Meier's Civilization V,The Elder Scrolls III Morrowind,The Elder Scrolls V Skyrim,Star Trek Online,Warframe,Magic Duels,Baldur's Gate Enhanced Edition,Torchlight,STAR WARS Knights of the Old Republic II The S...,The Elder Scrolls IV Oblivion,The Legend of Heroes Trails in the Sky,Left 4 Dead 2,"Warhammer 40,000 Dawn of War II - Chaos Rising"
101602586,Magicka,Left 4 Dead 2,Don't Starve,Ace of Spades,Serious Sam HD The Second Encounter,Torchlight II,Risk of Rain,FTL Faster Than Light,Guns of Icarus Online,BioShock Infinite,Ori and the Blind Forest,Garry's Mod,Dota 2,Dark Souls Prepare to Die Edition,Dead Island Riptide,Realm of the Mad God,FreeStyle2 Street Basketball,Portal 2,Don't Starve Together Beta,Darkest Dungeon
183450002,Dota 2,Team Fortress 2,Counter-Strike Source,Garry's Mod,Counter-Strike Global Offensive,Warframe,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Counter-Strike,Empire Total War,Free to Play,FreeStyle2 Street Basketball,War Thunder,Spiral Knights,DiggerOnline,Football Manager 2013,Archeblade,Stronghold Kingdoms,Borderlands 2 RU,Grand Theft Auto V
272499996,Unturned,Dirty Bomb,Brawlhalla,Heroes & Generals,SMITE,Toribash,APB Reloaded,Nosgoth,GunZ 2 The Second Duel,BLOCKADE 3D,Dungeon Defenders II,No More Room in Hell,Blacklight Retribution,Robocraft,Loadout,Trove,Fistful of Frags,Defiance,Warface,Clicker Heroes
240810001,Dota 2,Team Fortress 2,Counter-Strike Source,Garry's Mod,Counter-Strike Global Offensive,Warframe,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Counter-Strike,Empire Total War,FreeStyle2 Street Basketball,Free to Play,War Thunder,Spiral Knights,DiggerOnline,Football Manager 2013,Borderlands 2 RU,Archeblade,Stronghold Kingdoms,Grand Theft Auto V
13336286,Half-Life 2,Counter-Strike Source,Day of Defeat Source,Half-Life 2 Lost Coast,Half-Life 2 Episode One,Terraria,The Elder Scrolls V Skyrim,Counter-Strike,Fallout New Vegas,Half-Life 2 Deathmatch,Half-Life 2 Episode Two,Left 4 Dead 2,Football Manager 2015,Call of Duty Black Ops - Multiplayer,Left 4 Dead,Call of Duty Modern Warfare 2 - Multiplayer,Far Cry 3,Portal,Age of Empires II HD Edition,Counter-Strike Condition Zero
81814849,Dota 2,Team Fortress 2,Counter-Strike Source,Garry's Mod,Counter-Strike Global Offensive,Warframe,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Counter-Strike,Empire Total War,FreeStyle2 Street Basketball,Free to Play,War Thunder,Spiral Knights,DiggerOnline,Football Manager 2013,Archeblade,Stronghold Kingdoms,Borderlands 2 RU,Grand Theft Auto V
102268574,Unturned,Robocraft,Counter-Strike Global Offensive,Heroes & Generals,Trove,Clicker Heroes,War Thunder,Warframe,PAYDAY 2,No More Room in Hell,Dirty Bomb,Don't Starve Together Beta,Rocket League,Left 4 Dead 2,Tom Clancy's Ghost Recon Phantoms - NA,BLOCKADE 3D,Don't Starve,Nosgoth,Garry's Mod,APB Reloaded
137475392,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
92842809,Terraria,Left 4 Dead 2,Counter-Strike Nexon Zombies,PAYDAY 2,Garry's Mod,Counter-Strike Source,Warframe,Unturned,Fallout New Vegas,Torchlight II,Borderlands 2,Killing Floor,Far Cry 3,The Elder Scrolls V Skyrim,Magicka,Dead Island,Left 4 Dead,XCOM Enemy Unknown,Counter-Strike,Half-Life 2 Deathmatch
183240449,theHunter,APB Reloaded,Dirty Bomb,Heroes & Generals,Tactical Intervention,Defiance,PAYDAY The Heist,Loadout,Red Crucible Firestorm,The Crew,Double Action Boogaloo,Fishing Planet,Toribash,Blacklight Retribution,Gear Up,Survarium,Space Engineers,ArcheAge,Insurgency,DC Universe Online
156071982,Goat Simulator,Unturned,Amnesia The Dark Descent,Trove,Dead Island,The Forest,ORION Prelude,Sakura Clicker,HuniePop,Left 4 Dead 2,POSTAL 2,Just Cause 2,Saints Row The Third,Surgeon Simulator,Portal 2,Outlast,Ace of Spades,Fistful of Frags,Chivalry Medieval Warfare,Far Cry 3
205641661,Dota 2,Team Fortress 2,Counter-Strike Source,Garry's Mod,Counter-Strike Global Offensive,Warframe,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Counter-Strike,Empire Total War,FreeStyle2 Street Basketball,Free to Play,War Thunder,Spiral Knights,DiggerOnline,Football Manager 2013,Archeblade,Stronghold Kingdoms,Borderlands 2 RU,Grand Theft Auto V
85210874,Orcs Must Die!,The Elder Scrolls IV Oblivion,7 Days to Die,Starbound,Trove,RIFT,Terraria,The Mighty Quest For Epic Loot,Nosgoth,PlanetSide 2,Warframe,The Secret World,Garry's Mod,FINAL FANTASY VII,TERA,Don't Starve,Endless Space,Defiance,Age of Empires III Complete Collection,Fallout 3 - Game of the Year Edition
7249363,Half-Life 2,Left 4 Dead,Counter-Strike Condition Zero,Counter-Strike Condition Zero Deleted Scenes,Counter-Strike,Day of Defeat Source,Half-Life 2 Episode One,Day of Defeat,Half-Life 2 Episode Two,Counter-Strike Source,Half-Life 2 Lost Coast,Half-Life,Terraria,Dead Island,Half-Life 2 Deathmatch,XCOM Enemy Unknown,Portal,Assassin's Creed II,Killing Floor,Deus Ex Human Revolution
81258000,Counter-Strike Source,Dota 2,Counter-Strike,Counter-Strike Condition Zero,Left 4 Dead,Counter-Strike Condition Zero Deleted Scenes,Day of Defeat,Half-Life 2,Day of Defeat Source,Terraria,Age of Empires II HD Edition,Half-Life 2 Deathmatch,Team Fortress 2,The Elder Scrolls V Skyrim,Left 4 Dead 2,Call of Duty Black Ops - Multiplayer,Counter-Strike Global Offensive,DayZ,Mafia II,Half-Life 2 Lost Coast
2039434,Team Fortress 2,Garry's Mod,Counter-Strike Source,DC Universe Online,PAYDAY 2,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Warframe,Fallout New Vegas,Alien Swarm,Borderlands 2,Terraria,Call of Duty Modern Warfare 2,Left 4 Dead 2,Mount & Blade Warband,Half-Life 2 Deathmatch,Portal 2,Portal,Dota 2,Call of Duty Black Ops - Multiplayer
74161385,Call of Duty Black Ops,Call of Duty Black Ops - Multiplayer,Call of Duty Modern Warfare 2,Age of Empires II HD Edition,Call of Duty Black Ops II - Multiplayer,Call of Duty 4 Modern Warfare,Call of Duty Black Ops II,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops II - Zombies,Call of Duty Ghosts,Call of Duty Modern Warfare 3,R.U.S.E,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Ghosts - Multiplayer,Day of Defeat Source,Counter-Strike Condition Zero,Counter-Strike Source,Football Manager 2015,Sniper Ghost Warrior,Call of Duty Black Ops III
112626210,Fallout New Vegas,Trove,Middle-earth Shadow of Mordor,PAYDAY 2,DmC Devil May Cry,Assassin's Creed IV Black Flag,Saints Row IV,The Witcher 3 Wild Hunt,Borderlands 2,Terraria,The Witcher 2 Assassins of Kings Enhanced Edition,Arma 3,Garry's Mod,TERA,ArcheAge,Fallout 4,The Elder Scrolls V Skyrim,Saints Row The Third,Watch_Dogs,Sid Meier's Civilization V
124661390,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
189246258,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
237390911,Dota 2,Team Fortress 2,Counter-Strike Source,Garry's Mod,Counter-Strike Global Offensive,Warframe,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Counter-Strike,Empire Total War,FreeStyle2 Street Basketball,Free to Play,War Thunder,Spiral Knights,DiggerOnline,Football Manager 2013,Stronghold Kingdoms,Archeblade,Borderlands 2 RU,Grand Theft Auto V
189858084,Saints Row The Third,Assassin's Creed IV Black Flag,Middle-earth Shadow of Mordor,Metro 2033,Dead Island,Far Cry 3,BioShock 2,Tomb Raider,Far Cry 4,LEGO MARVEL Super Heroes,Grand Theft Auto V,Wolfenstein The New Order,Assassin's Creed Brotherhood,Dying Light,Half-Life 2,Batman Arkham City GOTY,Assassin's Creed II,Dead Space,Darksiders,Grand Theft Auto Episodes from Liberty City
202775025,Call of Duty Modern Warfare 2,Call of Duty Black Ops,Call of Duty Black Ops - Multiplayer,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops II - Multiplayer,Age of Empires II HD Edition,Call of Duty Black Ops II - Zombies,Call of Duty Black Ops II,Day of Defeat Source,Call of Duty 4 Modern Warfare,Total War ROME II - Emperor Edition,Rome Total War,R.U.S.E,Call of Duty World at War,Football Manager 2015,Cities Skylines,Counter-Strike Source,BRINK,Call of Duty Ghosts - Multiplayer,Total War SHOGUN 2
161309693,Trove,Unturned,Counter-Strike Nexon Zombies,No More Room in Hell,Tom Clancy's Ghost Recon Phantoms - NA,Transformice,BLOCKADE 3D,APB Reloaded,Goat Simulator,Red Crucible Firestorm,Clicker Heroes,The Escapists,Warframe,Heroes & Generals,Block N Load,WARMODE,DC Universe Online,ORION Prelude,Blacklight Retribution,Sakura Clicker
101827664,Empire Total War,Fallout 4,Cities Skylines,Portal 2,BioShock Infinite,Trine 2,Portal,Rust,Sid Meier's Civilization Beyond Earth,Rome Total War,FTL Faster Than Light,Torchlight II,Fallout 3 - Game of the Year Edition,Borderlands The Pre-Sequel,PlanetSide 2,Prison Architect,War Thunder,The Witcher 2 Assassins of Kings Enhanced Edition,Dungeon Defenders,Kerbal Space Program
136021775,War Thunder,Borderlands 2,Rust,Left 4 Dead 2,Neverwinter,Garry's Mod,Team Fortress 2,Arma 3,Path of Exile,Chivalry Medieval Warfare,No More Room in Hell,TERA,SMITE,Alien Swarm,Sid Meier's Civilization V,PAYDAY 2,Aftermath,Loadout,Portal 2,Happy Wars
288094442,Dota 2,FreeStyle2 Street Basketball,Team Fortress 2,War Thunder,Garry's Mod,Empire Total War,Neverwinter,Sid Meier's Civilization V,Portal 2,Counter-Strike Global Offensive,Source Filmmaker,Grand Theft Auto V,Happy Wars,Ace of Spades,Insurgency Modern Infantry Combat,The Lord of the Rings War in the North,Aftermath,Robocraft,Cities Skylines,Alien Swarm
173940259,Unturned,War Thunder,Portal 2,PAYDAY The Heist,The Elder Scrolls V Skyrim,Loadout,Counter-Strike Global Offensive,Sid Meier's Civilization V,Left 4 Dead 2,Fallout 4,Arma 3,DayZ,Grand Theft Auto V,PlanetSide 2,Borderlands 2,Dirty Bomb,H1Z1,Team Fortress 2,Killing Floor,Rust
231945021,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100351493,The Witcher 2 Assassins of Kings Enhanced Edition,BioShock Infinite,Cities Skylines,Dishonored,Need for Speed Hot Pursuit,Trine 2,Borderlands The Pre-Sequel,Fallout 4,Tomb Raider,The Sims(TM) 3,Empire Total War,EVE Online,Portal,The Stanley Parable,Plague Inc Evolved,Portal 2,South Park The Stick of Truth,METAL GEAR SOLID V THE PHANTOM PAIN,BioShock,Fallout 3
285883244,PAYDAY 2,Dying Light,Call of Duty Modern Warfare 2,Left 4 Dead 2,Clicker Heroes,Euro Truck Simulator 2,Space Engineers,Call of Duty Black Ops,Star Wars - Battlefront II,Call of Duty Black Ops - Multiplayer,DC Universe Online,Age of Empires II HD Edition,Deus Ex Human Revolution,Dead Island Riptide,Garry's Mod,Call of Duty Modern Warfare 2 - Multiplayer,Serious Sam HD The Second Encounter,Saints Row IV,The Binding of Isaac Rebirth,Dead Island
44021324,Portal 2,Grand Theft Auto V,Portal,Fallout 3 - Game of the Year Edition,Tomb Raider,Fallout New Vegas,The Witcher 2 Assassins of Kings Enhanced Edition,Sid Meier's Civilization V,Dishonored,BioShock,Half-Life 2 Episode One,Half-Life 2 Episode Two,Arma 2 Operation Arrowhead,The Elder Scrolls V Skyrim,Mass Effect,Garry's Mod,BioShock Infinite,Mass Effect 2,Crysis,Crysis 2 Maximum Edition
168881981,PAYDAY 2,Unturned,Rust,Counter-Strike Global Offensive,Tom Clancy's Ghost Recon Phantoms - EU,Left 4 Dead 2,War Thunder,Team Fortress 2,Battlefield Bad Company 2,Warface,Killing Floor,Warframe,Garry's Mod,Robocraft,Borderlands 2,Heroes & Generals,Euro Truck Simulator 2,No More Room in Hell,Terraria,Clicker Heroes
95084569,War Thunder,Left 4 Dead 2,Garry's Mod,Unturned,The Elder Scrolls V Skyrim,Rust,Sid Meier's Civilization V,Team Fortress 2,No More Room in Hell,Counter-Strike Global Offensive,Warface,BLOCKADE 3D,Loadout,Borderlands 2,PAYDAY The Heist,Dirty Bomb,Warframe,Sniper Elite V2,Heroes & Generals,Robocraft
103631407,The Wolf Among Us,Fable - The Lost Chapters,Deus Ex Human Revolution - Director's Cut,Metro 2033 Redux,L.A. Noire,Game of Thrones - A Telltale Games Series,Sniper Elite 3,FEZ,Call of Juarez Gunslinger,This War of Mine,Child of Light,Thief,Metro Last Light Redux,Mafia II,Hotline Miami,Sleeping Dogs Definitive Edition,PROTOTYPE 2,"Papers, Please",Batman Arkham Origins,Ori and the Blind Forest
124651043,Fallout 4,Cities Skylines,Sid Meier's Civilization V,Sid Meier's Civilization Beyond Earth,Total War SHOGUN 2,The Witcher 2 Assassins of Kings Enhanced Edition,The Elder Scrolls V Skyrim,Fallout New Vegas,Stronghold 3,Empire Total War,FINAL FANTASY VIII,BioShock Infinite,Garry's Mod,Total War ATTILA,Age of Mythology Extended Edition,ARK Survival Evolved,The Witcher 3 Wild Hunt,Might & Magic Heroes VI,Torchlight II,Borderlands The Pre-Sequel
99484728,Unturned,Team Fortress 2,Portal 2,Garry's Mod,PAYDAY 2,Killing Floor,Portal,Terraria,Warframe,DC Universe Online,Fallout New Vegas,Left 4 Dead,Robocraft,War Thunder,Borderlands 2,Tom Clancy's Ghost Recon Phantoms - EU,The Elder Scrolls V Skyrim,Battlefield Bad Company 2,Sid Meier's Civilization V,Mount & Blade Warband
3449240,Age of Empires II HD Edition,Day of Defeat Source,DayZ,Day of Defeat,Dungeon Defenders,Call of Duty Modern Warfare 2,7 Days to Die,Call of Duty Modern Warfare 2 - Multiplayer,Fallout 4,Borderlands The Pre-Sequel,Counter-Strike Condition Zero,Rome Total War,Magicka,Mount & Blade Warband,Torchlight II,Trine 2,Borderlands 2,Terraria,Arma 2 Operation Arrowhead,Killing Floor
62658713,Grand Theft Auto V,Serious Sam HD The Second Encounter,Portal 2,XCOM Enemy Unknown,"Warhammer 40,000 Dawn of War II",Spintires,Dying Light,Sid Meier's Civilization Beyond Earth,AdVenture Capitalist,Tomb Raider,Scribblenauts Unlimited,Cities Skylines,Portal,Batman Arkham City GOTY,The Walking Dead,Neverwinter,Construction-Simulator 2015,ARK Survival Evolved,Dungeons & Dragons Online,Grand Theft Auto IV
131876863,Brawlhalla,SMITE,TERA,Toribash,GunZ 2 The Second Duel,The Mighty Quest For Epic Loot,7 Days to Die,Nosgoth,Firefall,Defiance,APB Reloaded,Aura Kingdom,Dirty Bomb,Awesomenauts,Dungeon Defenders II,Super Monday Night Combat,Blacklight Retribution,PlanetSide 2,Fistful of Frags,Magicka Wizard Wars
268110072,Unturned,Warface,Counter-Strike Nexon Zombies,Tom Clancy's Ghost Recon Phantoms - EU,No More Room in Hell,APB Reloaded,BLOCKADE 3D,Warframe,HAWKEN,Loadout,Dead Island,Trove,Clicker Heroes,Euro Truck Simulator 2,Dirty Bomb,WARMODE,Marvel Heroes 2015,Tom Clancy's Ghost Recon Phantoms - NA,RaceRoom Racing Experience,DiggerOnline
1851828,Age of Empires II HD Edition,Terraria,Far Cry 3,Football Manager 2012,Left 4 Dead 2,PAYDAY 2,Left 4 Dead,Half-Life 2,Fallout New Vegas,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops - Multiplayer,Unturned,Call of Duty Modern Warfare 3 - Multiplayer,Counter-Strike Condition Zero,Day of Defeat,Football Manager 2015,Mount & Blade Warband,Counter-Strike Condition Zero Deleted Scenes,Saints Row The Third,Call of Duty Black Ops
1129452,Left 4 Dead,Counter-Strike Condition Zero Deleted Scenes,Half-Life 2,XCOM Enemy Unknown,Infestation Survivor Stories,Day of Defeat,Sniper Elite,Half-Life 2 Episode One,Half-Life,War Inc. Battlezone,Counter-Strike Condition Zero,Half-Life Blue Shift,Synergy,Sid Meier's Civilization III Complete,The Lord of the Rings Online,World of Guns Gun Disassembly,Half-Life 2 Episode Two,Portal,Half-Life 2 Lost Coast,Red Faction Armageddon
237159970,Unturned,LEGO Jurassic World,Mitos.is The Game,Trove,BLOCKADE 3D,The Sims(TM) 3,The LEGO Movie - Videogame,Call of Duty Modern Warfare 3,Deus Ex Human Revolution - Director's Cut,Saints Row IV,Clicker Heroes,The Escapists,HAWKEN,Call of Duty Modern Warfare 3 - Multiplayer,School of Dragons How to Train Your Dragon,Sniper Ghost Warrior,Fable - The Lost Chapters,Total War SHOGUN 2,Creativerse,Homefront
131463112,Left 4 Dead 2,Unturned,Clicker Heroes,PAYDAY 2,Terraria,Counter-Strike Global Offensive,Counter-Strike Source,Counter-Strike,Warframe,Team Fortress 2,The Elder Scrolls V Skyrim,Sniper Elite V2,Garry's Mod,Rocket League,Killing Floor,Rust,Loadout,PAYDAY The Heist,Left 4 Dead,BattleBlock Theater
39361297,Trove,Unturned,APB Reloaded,Defiance,Garry's Mod,Toribash,Warframe,Counter-Strike Nexon Zombies,TERA,Brawlhalla,Tom Clancy's Ghost Recon Phantoms - NA,AdVenture Capitalist,Dungeon Defenders II,RIFT,DRAGON BALL XENOVERSE,The Mighty Quest For Epic Loot,The Elder Scrolls V Skyrim,DC Universe Online,Firefall,Clicker Heroes
91627755,Portal 2,Infestation Survivor Stories,Dungeon Defenders,War Thunder,Fallout 4,Killing Floor,Portal,DayZ,PlanetSide 2,Chivalry Medieval Warfare,Arma 2 Operation Arrowhead,Empire Total War,The Binding of Isaac,Robocraft,Borderlands 2,7 Days to Die,Starbound,Arma 2,Insurgency,H1Z1
73883045,Call of Duty Black Ops,Call of Duty Black Ops - Multiplayer,Call of Duty Modern Warfare 2,Age of Empires II HD Edition,Call of Duty Black Ops II - Multiplayer,Call of Duty 4 Modern Warfare,Call of Duty Black Ops II,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Black Ops II - Zombies,Call of Duty Ghosts,Call of Duty Modern Warfare 3,Call of Duty Modern Warfare 3 - Multiplayer,R.U.S.E,Call of Duty Ghosts - Multiplayer,Day of Defeat Source,Counter-Strike Condition Zero,Sniper Ghost Warrior,Counter-Strike Source,Call of Duty Black Ops III,Football Manager 2015
134847173,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
86476768,Team Fortress 2,Garry's Mod,The Elder Scrolls V Skyrim,DC Universe Online,Sid Meier's Civilization V,PAYDAY 2,Warframe,Counter-Strike Source,Fallout New Vegas,Borderlands 2,Dota 2,Terraria,Alien Swarm,Portal 2,Left 4 Dead 2,Rust,Call of Duty Modern Warfare 2,Mount & Blade Warband,Cities Skylines,Robocraft
249232725,Dota 2,Supreme Commander 2,TERA,Clicker Heroes,Magic Duels,SMITE,Warframe,DARK SOULS II Scholar of the First Sin,Blood Bowl Chaos Edition,Marvel Heroes 2015,"Warhammer 40,000 Dawn of War II - Chaos Rising",Nosgoth,"Warhammer 40,000 Dawn of War II  Retribution","Warhammer 40,000 Space Marine",DC Universe Online,Unturned,Company of Heroes (New Steam Version),Age of Empires II HD Edition,Fable - The Lost Chapters,Deus Ex Human Revolution - Director's Cut
43160799,Left 4 Dead 2,Saints Row IV,Euro Truck Simulator 2,South Park The Stick of Truth,Nosgoth,Call of Duty Advanced Warfare - Multiplayer,Clicker Heroes,PAYDAY 2,Dying Light,Batman Arkham Origins,Darksiders II,Banished,The Forest,Rocket League,Watch_Dogs,Garry's Mod,Far Cry 3,Path of Exile,Risk of Rain,No More Room in Hell
216217925,APB Reloaded,Unturned,Serious Sam HD The Second Encounter,Bloodline Champions,Tom Clancy's Ghost Recon Phantoms - EU,Firefall,Counter-Strike Nexon Zombies,Magic Duels,The Mighty Quest For Epic Loot,Nosgoth,SpeedRunners,Loadout,Dirty Bomb,TERA,AirMech,Brawlhalla,Heroes & Generals,Neverwinter,Warface,Dragon Nest Europe
157275758,Torchlight II,Empire Total War,Banished,Napoleon Total War,Medieval II Total War,Prison Architect,Football Manager 2014,Wasteland 2,Sid Meier's Civilization V,Endless Legend,Left 4 Dead 2,Rust,Borderlands 2,Football Manager 2016,King's Bounty Warriors of the North,Democracy 3,Magicka,Warlock - Master of the Arcane,Counter-Strike Source,Team Fortress 2
184987922,Counter-Strike Global Offensive,Call of Duty World at War,Unturned,Saints Row IV,Garry's Mod,Left 4 Dead 2,PAYDAY 2,Warframe,No More Room in Hell,Assassin's Creed III,Team Fortress 2,Total War SHOGUN 2,Clicker Heroes,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,Borderlands 2,Call of Duty Modern Warfare 3,Trove,Call of Duty Black Ops III
